coherence,requires_running_space,friendly_with_children,friendly_with_other_pets,is_calm,is_energetic,inconsistencies,PetID
medium,1,0,0,0,1.0,Vaccination status unclear,1afdc26fa
high,1,1,1,0,1.0,,e37ad2cc2
high,1,1,1,0,1.0,,a5a71bc27
medium,1,0,0,1,1.0,Vaccination status unclear,fe4b30cfb
high,1,1,1,0,1.0,,4199f1957
high,1,0,0,0,1.0,No inconsistencies found.,c81a8045f
high,1,1,1,0,1.0,,9cda44cdf
medium,1,0,0,1,1.0,Age mismatch,bda06474b
high,1,0,1,0,1.0,No inconsistencies found.,874e2a3fd
high,1,1,1,0,1.0,No inconsistencies found.,c0b75d155
medium,1,0,1,0,1.0,Sterilization status inconsistent with description,e1c5d6ba9
medium,1,0,0,0,1.0,Vaccination status inconsistent,5c150efc9
medium,1,0,0,0,1.0,Sterilization status unclear,806bcf604
medium,1,1,1,0,1.0,Age and vaccination status inconsistency,30506e8c1
high,1,1,1,0,1.0,,c0a0a48a0
high,1,1,1,0,1.0,,6b6d2c65f
medium,1,1,1,0,1.0,Size inconsistency: puppy described as big,bd8f94a94
high,1,1,0,0,1.0,No inconsistencies found.,a516d6ea0
high,1,0,0,0,1.0,,cc0d4cec3
high,1,0,0,0,1.0,,ae30d5690
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b596f518f
medium,1,0,0,0,1.0,Pet is not sterilized,6fc17b073
high,1,1,0,1,1.0,,3c29e8689
high,1,0,0,0,1.0,,bd7b805ba
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,58711512b
high,1,1,1,0,1.0,,8b9c38ed2
high,1,0,1,1,1.0,,102ed9019
high,1,0,0,0,1.0,,aaca75307
high,1,1,1,0,1.0,No inconsistencies found.,bd70d885d
high,1,0,0,0,1.0,,a76510109
high,1,1,1,0,1.0,None,c38afccab
medium,1,0,0,0,1.0,Maturity size and fur length not mentioned in structured data,f5e706014
medium,1,0,1,0,1.0,Adoption fees not mentioned in structured data,276ce7f3a
medium,1,0,0,0,1.0,Puppies described as shy; no information on behavior,ac384792b
high,1,1,1,0,1.0,,be579e6ed
low,1,0,0,0,1.0,Pet data lacks information on behavior and interaction with children or other pets.,d0bf2b3bf
medium,1,0,1,0,1.0,No specific inconsistency with provided data.,805461ad6
high,1,Not mentioned in the data.,Not mentioned in the data.,0,1.0,,d867c4016
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,e9a854207
high,1,0,1,0,1.0,,005afe792
medium,1,0,0,0,1.0,Color mismatch between description and data,0f2879b04
medium,1,0,0,0,1.0,Pet is not sterilized as per description.,774289137
high,1,1,1,0,1.0,,42b4b0024
medium,1,0,0,0,1.0,Pet not vaccinated as per description,5b1528841
medium,1,0,0,0,1.0,Unspayed status and lack of vaccination/deworming inconsistent with healthy description,a144cca8c
high,1,1,1,0,1.0,,ecafbb542
medium,1,0,0,0,1.0,Adoption date before birth,4033fee1a
medium,1,0,0,0,1.0,Litter history not mentioned in structured data,838934661
high,1,0,1,0,1.0,,5f1896e5d
high,1,0,0,0,1.0,,ee6601d0b
high,1,1,1,0,1.0,Vaccination status not provided in description.,79d56bb63
medium,1,1,1,0,1.0,Vaccination status unclear,156da1714
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,8368a0a44
high,1,0,0,0,1.0,No inconsistencies found.,95bf103d8
low,1,0,0,0,1.0,Age and deworming status inconsistency,45858d482
medium,1,0,0,0,1.0,Color mismatch in description and data,507db6e4f
high,1,1,1,0,1.0,,924373704
medium,1,0,0,0,1.0,Health status not mentioned in description,fb217af6b
medium,1,0,0,0,1.0,Vaccination status not provided in structured data,71eac2c5e
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,4263cc9ed
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,b516f3b82
medium,1,0,0,0,1.0,Mother' s young age and lack of care mentioned but no health issues in data.,2b0298091
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",0910c13a3
medium,1,0,0,0,1.0,Health status contradicts structured data,2d70f6a57
medium,1,0,0,1,1.0,No direct inconsistency with tabular data.,5d3ee6378
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,42a28c241
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,982c6aa5b
high,1,1,1,0,1.0,No inconsistencies found.,a86bbc71f
high,1,1,1,0,1.0,,5962cfdd9
high,1,0,0,0,1.0,,a7c7ede79
medium,1,0,1,1,0.0,Age discrepancy with description,f4d945501
low,1,0,0,0,1.0,Health status not mentioned in description,43e4cb788
high,1,1,1,0,1.0,,28c4588e5
high,1,1,1,0,1.0,,bdfe6125d
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,4e8ae40c0
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f022849c2
medium,1,0,0,0,1.0,Owner has six cats; adoption unlikely.,a46ad5cc3
medium,0,1,1,1,0.0,Health status not mentioned in description,ddb95945a
high,1,1,1,1,0.0,,453125325
high,1,1,1,0,1.0,No inconsistencies found.,7867f152c
high,1,1,1,0,1.0,,5c92de3f6
high,1,1,1,0,1.0,,41175dcb5
medium,1,0,0,1,1.0,Vaccination status not mentioned in description,c9a4f831b
medium,1,0,0,0,1.0,No vaccination or deworming information provided,7aa0bcef5
high,1,1,1,0,1.0,No inconsistencies found.,e24b153bb
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,edf74226c
high,1,0,0,0,1.0,,99b263dea
high,1,1,0,0,1.0,,454607f26
medium,1,0,0,0,1.0,Age in description is 4 weeks old while structured data shows 1 month,b1e8c0afc
high,1,0,0,0,1.0,,30669fef4
medium,1,0,0,0,1.0,Age not mentioned in tabular data,3cf06742b
medium,1,1,0,0,1.0,Pet not vaccinated or dewormed,e9d8c098c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,059baa037
medium,1,0,0,0,1.0,No vaccination or deworming data provided,888c22eb5
high,1,0,0,1,1.0,,9d0406864
medium,1,0,0,1,1.0,Large size dog in a small apartment,d3a92c453
high,1,0,0,0,1.0,,0490c8df1
high,1,1,1,0,1.0,,4482a8d57
high,1,1,1,0,1.0,,bbff91dd9
high,1,1,0,1,1.0,No inconsistencies found.,429019089
high,1,1,1,0,1.0,,f0a4b28f6
high,1,0,0,0,1.0,,56937e269
medium,1,1,1,0,1.0,Age and vaccination status not mentioned in description,bc4b95345
high,1,1,1,0,1.0,,5776e3791
medium,1,0,1,0,1.0,Pet not sterilized yet,8cd149470
medium,1,0,0,0,1.0,Pet not sterilized,553752e54
medium,1,0,0,0,1.0,Pet is not sterilized yet,08767d88e
high,1,1,1,0,1.0,,076ec7e18
high,1,1,1,0,1.0,,fed799a78
medium,1,0,0,0,1.0,"Age discrepancy: description says one month plus, data shows three months",426bb5e4c
medium,1,1,1,1,1.0,"Age discrepancy: description says 1+ year old, structured data shows 12 months.",f08b9d3c3
medium,1,0,0,0,1.0,"Color mismatch: Description says Yellow is Black, data shows Color as Black",4999e2693
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,ca74b17a9
high,1,1,1,0,1.0,,71deb8267
medium,1,1,1,0,1.0,Color mismatch in description and data,13fcf57ff
medium,1,0,0,0,1.0,Age and breed information mismatch,f80157011
high,1,0,0,0,1.0,No inconsistencies found.,d412201f6
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,2898238f2
high,1,1,1,0,1.0,,a5ec4df1d
medium,1,1,1,0,1.0,Primary breed not listed in structured data,a6416e28a
high,1,0,0,0,1.0,,03cdd9324
high,1,0,0,0,1.0,,f6510f0c2
medium,1,0,0,0,1.0,"Vaccination, deworming, and sterilization status unclear",23d784a8a
medium,1,0,1,0,1.0,Color mismatch in description and data,8f639ea65
medium,1,0,0,0,1.0,Stray origin mentioned; no data on behavior or temperament.,766c2cd92
high,1,0,0,0,1.0,,2d725d001
medium,1,0,0,0,1.0,Age mismatch with structured data,6ee8964b0
high,1,1,1,0,1.0,No inconsistencies found.,563eaa005
medium,1,0,0,0,1.0,Age not specified in tabular data.,453cf6271
high,1,1,1,0,1.0,No inconsistencies found.,d2ba9bbf1
medium,1,0,0,0,1.0,Secondary breed and fur length not specified,c6f877dda
medium,1,0,0,0,1.0,Pet' s age and health status not mentioned in description.,91e663cd2
medium,1,1,1,0,1.0,Sterilization status not mentioned in structured data,33f28ad35
medium,1,0,0,0,1.0,Vaccination status unclear,80a2e14af
high,1,0,1,1,1.0,,0e736f310
high,1,1,1,0,1.0,,f5768c4e2
medium,1,0,0,0,1.0,Description mentions homelessness and hunger; data shows pet is healthy.,2f3bed708
high,1,,,,1.0,,1d4940497
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,96353db69
high,1,0,1,0,1.0,,2288c4fc6
high,1,0,0,1,1.0,No inconsistencies found.,3a8f89229
high,1,0,1,0,1.0,No inconsistencies found.,5678616cc
high,1,0,0,0,1.0,,3f03da51e
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,a4550efe5
medium,0,0,0,1,1.0,"Color mismatch: description says orange, data shows yellow",08048fee2
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,e77b5a78f
medium,1,0,0,0,1.0,No adoption information in structured data,6e1ba1796
high,1,1,1,0,1.0,,a6f768f75
medium,1,0,1,0,1.0,Size and maturity size not mentioned in description,9e172ab13
high,1,1,1,0,1.0,,92d4c1513
medium,1,0,1,0,1.0,Pet not vaccinated or dewormed,e67f4856d
medium,1,0,0,0,1.0,Color and breed information mismatch,27b708edc
high,1,0,1,0,1.0,,a3e73475f
medium,1,1,1,0,1.0,Age mismatch,93219ad95
high,1,0,0,1,1.0,No inconsistencies found.,13426c720
medium,1,0,1,0,1.0,Age discrepancy between description and tabular data,80b25cc78
high,1,1,1,0,1.0,None,b207cf9ea
high,1,0,0,0,1.0,,8a0cfdd56
low,1,1,1,0,1.0,Age is unrealistic,686b90dfc
high,1,1,1,0,1.0,,b188b50cd
high,1,0,0,0,1.0,,36ad4a880
high,1,0,0,0,1.0,,960f1a1d8
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,22a91e143
high,1,1,1,0,1.0,,31144a6be
medium,1,,,,,Age and health details not provided in description.,699ee7fa6
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,8c28914a9
high,1,0,0,0,1.0,,a3449e0d0
high,1,1,1,0,1.0,None,3ddfb6f66
medium,1,0,0,0,1.0,Pet is not vaccinated or sterilized,1f0bb9d58
high,1,1,1,0,1.0,,b1988cdd5
medium,1,0,0,0,1.0,Vaccination status not provided in description,309f63a00
medium,1,1,0,0,1.0,Vaccination status not mentioned in description,beea1e1dd
high,1,0,0,0,1.0,Age discrepancy: description says 6 weeks old while data shows 1 month old.,01dc16c21
high,1,1,1,1,0.0,,aba03a4c5
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,111748c15
medium,1,0,1,0,1.0,Color mismatch,e78e9736a
high,1,0,0,0,1.0,,827ac9a9f
medium,1,0,0,0,1.0,Vaccination status unclear,fe0e76ddf
high,1,0,0,0,1.0,,1dc24448c
medium,1,1,1,0,1.0,Age mismatch,8390dbef8
medium,1,0,0,0,1.0,Only one pet profile provided,94135f81c
high,1,0,0,0,1.0,,2bcab4c4e
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,b790a32cf
high,1,0,1,0,1.0,,a2b34e983
high,1,0,0,0,1.0,,3ac0662c8
high,1,0,0,0,1.0,,4450245b0
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9df9b11b1
high,1,1,1,0,1.0,,567c1ab71
medium,1,1,0,1,0.0,Vaccination and deworming status not mentioned in description,185ea5010
medium,0,0,0,1,1.0,Sterilization status not mentioned in description,7b84a3913
high,1,0,0,1,1.0,,951556f0a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,d9a2f1a7e
high,1,0,0,0,1.0,Apartment raised; may not have skills for outdoor survival,14631d97b
high,1,1,0,1,1.0,,d0b5fece1
medium,1,1,1,0,1.0,No specific inconsistency found in provided data.,bf2f22377
high,1,1,1,0,1.0,No inconsistencies found.,f7b84bc3b
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,e570d64ac
medium,0,0,1,0,1.0,Pet not suitable for multi-pet households,2185647c2
high,1,0,0,0,1.0,,8111f6d4a
high,0,0,1,1,1.0,,ab10e0e8c
medium,0,0,0,1,0.0,Vaccination status not provided in structured data,ef5b463d4
high,1,1,1,0,1.0,,45d1d74ca
high,1,1,1,0,1.0,,60e5899e2
medium,1,0,0,1,1.0,Primary breed not specified,5451356cb
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,884ccfdad
high,1,1,1,0,1.0,,e6dc7116d
high,1,0,0,0,1.0,No inconsistencies found.,949fbd095
medium,1,0,0,0,1.0,Health status differs from structured data,d94f98004
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9d8e820b0
medium,1,0,0,0,1.0,No tying or caging mentioned in description but data shows no sterilization,9316ce78a
high,1,0,0,0,1.0,,b40a8ff86
high,1,1,1,0,1.0,,d4066ef07
high,1,1,1,0,1.0,No inconsistencies found.,916c891aa
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,db3c2be5c
high,1,1,1,0,1.0,Color data missing in description.,bb4e0ddb3
medium,1,1,1,0,1.0,Age discrepancy,6e21edd32
medium,1,0,0,1,0.0,,de7905c9c
high,1,1,1,0,1.0,,5d9a6398d
medium,1,0,0,0,1.0,"Color mismatch: Description says white with black patches, data shows black",6fc1c066e
high,1,0,1,1,1.0,,8e453a294
high,1,1,1,0,1.0,,5d622bf92
medium,1,0,0,0,1.0,Vacuum scares Wallace; no deworming or sterilization info,042dfb970
medium,1,0,0,0,1.0,Only one kitten' s breed and color mentioned,035ff37c6
low,1,1,1,0,1.0,Pet is not vaccinated or dewormed as per description.,e6d60a265
high,1,1,1,0,1.0,No inconsistencies found.,0133b2a29
medium,1,1,1,0,1.0,Pet not sterilized as per data,b5cb75a44
medium,1,1,1,0,1.0,No vaccination or deworming information provided in description.,36dd5c626
medium,1,0,0,0,1.0,Pet is not sterilized as per data,0e5d845dc
high,1,1,1,0,1.0,No inconsistencies found.,67d786538
high,1,1,1,1,1.0,,aece30836
medium,1,1,1,0,1.0,Color mismatch in description and data,b8750b910
medium,1,0,0,0,1.0,Secondary breed data missing,73013560f
medium,1,0,0,0,1.0,Vaccination status unclear,fc7f99ad7
high,1,1,1,0,1.0,,c1653516e
medium,1,0,0,0,1.0,Vaccination status not provided in description,02e51a9e2
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per structured data.,459729cda
high,0,0,0,0,1.0,"Described as energetic, but maturity size is medium.",d34b6f762
high,1,0,0,0,1.0,No inconsistencies found.,74c7373bd
low,1,1,1,0,1.0,"Color mismatch: description says white, data shows black",7f1bb8d32
high,1,0,0,0,1.0,,75fccfb43
high,1,0,0,0,1.0,,94dc821ee
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,e32467940
high,1,0,1,0,1.0,,71d36d5c4
medium,1,0,0,0,1.0,Description suggests health issues and aggressive behavior not reflected in structured data.,82f52a225
medium,1,0,1,1,1.0,Sterilization status unclear,cb860243c
medium,1,0,0,0,1.0,Neuter status unclear,f08ee9831
low,1,0,0,0,1.0,Location and care details not present in structured data,fe74d6173
medium,1,0,1,0,1.0,Vaccination status not mentioned in description,a116545f6
high,1,1,1,0,1.0,,059a68bf0
medium,1,0,0,0,1.0,Vaccination status inconsistent,5220e701f
high,1,1,1,0,1.0,No inconsistencies found.,85c65d28b
high,1,0,0,0,1.0,No inconsistencies found.,4d3e3a146
high,1,1,1,0,1.0,,0a949618f
medium,1,0,0,1,1.0,Age and vaccination status unclear,4813a0d67
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,e38f07d89
high,1,0,0,0,1.0,,c5422c04b
high,1,1,1,0,1.0,,ddb8bed60
medium,1,0,0,1,0.0,Secondary breed data missing,08a71b8d1
medium,1,0,0,0,1.0,Health status not mentioned in tabular data,d0c3c032a
medium,1,1,0,0,1.0,Age and breed not mentioned in tabular data,acc81bdf5
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f6959f1ca
high,1,0,0,0,1.0,Vaccination status not mentioned in tabular data.,b7f3d97f9
high,1,1,1,0,1.0,No inconsistencies found.,bb6276b35
medium,1,1,1,0,1.0,Sterilization status unclear,7b9cd9253
high,0,0,1,1,0.0,Litter trained but sterilization status not mentioned,a11245368
high,1,1,1,0,1.0,,dad58d0a7
high,1,0,0,0,1.0,No inconsistencies found,463be5788
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,8fee07184
high,1,1,1,0,1.0,,3fbc4677d
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,3227c4f2e
medium,1,1,1,0,1.0,"Color mismatch: description says black collar, data shows golden color",c93e63352
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,1217eecab
medium,1,0,0,0,1.0,Vaccination status unclear,89f389a59
high,1,0,0,0,1.0,Health status inconsistent with vaccination and deworming status.,f69a878a6
medium,1,1,1,0,1.0,No secondary breed listed,91471cf89
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,76c3b16af
high,1,0,0,1,1.0,,8b84922ac
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description.,48dd9f35f
high,1,1,1,0,1.0,None,5147c0162
medium,0,0,0,1,1.0,Health status not matching description,b887b2037
medium,1,0,0,0,1.0,Sterilization status not aligned with description,e97446c37
low,1,0,0,0,1.0,Health status contradicts description,b32aa8dec
high,1,0,0,0,1.0,,4d5e5ad20
medium,1,0,0,0,1.0,Color and fur length do not match description,5390fc59f
medium,1,0,0,0,1.0,Vaccination and deworming status not clear,1ab364834
high,1,0,0,0,1.0,None,655eaa578
high,1,1,0,1,1.0,,aef2fa931
medium,1,1,1,0,1.0,No vaccination or deworming info provided,10fbc9548
medium,1,0,0,0,1.0,Rescuer unable to provide care due to university commitments,332ae5ab2
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,1bc9bf272
high,1,0,1,1,0.0,No inconsistencies found.,4b4bb2b0a
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f391fc44e
high,1,0,1,1,1.0,Vaccination status not mentioned in structured data.,c08403e9f
high,1,1,1,0,1.0,None,d687c7171
medium,1,0,0,0,1.0,Pet is not sterilized,b7a55f716
high,1,1,1,0,1.0,,3166b0f31
high,1,1,1,0,1.0,,afab70239
high,1,0,0,0,1.0,,fc96276a7
high,0,0,0,1,0.0,,32cda3189
high,1,1,1,0,1.0,,616e51d8c
high,1,1,1,0,1.0,,572e98234
medium,1,0,0,0,1.0,Mom feral behavior not reflected in health status.,ef3fad107
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,a96856173
medium,1,0,0,0,1.0,Vaccination status unclear,a4fe492c2
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,dad97c60d
high,1,1,1,0,1.0,,9104803d9
high,1,0,0,0,1.0,No specific inconsistencies found,81fddeac7
medium,0,0,0,1,0.0,Sterilization status unclear,3f4e4f83f
medium,1,1,1,0,1.0,Color not mentioned in structured data,20e4dbf48
high,1,1,1,0,1.0,,66bf65c82
medium,1,0,0,0,1.0,Pet profile states puppies are 2 months old; structured data shows they are 3 months.,813658b4b
high,1,1,1,0,1.0,,2c1340a91
low,1,0,0,0,1.0,Color mismatch: black fur not mentioned,965b31ba7
medium,1,0,0,0,1.0,Age and number of puppies not mentioned in structured data,b8084fe32
high,1,0,1,0,1.0,No specific inconsistency found,4f6a0e54d
medium,1,0,0,0,1.0,Age stated as 1.5 months in description but structured data shows 1 month,27867018b
medium,1,0,0,0,1.0,Mixed breed and size description,4479fdc71
high,1,0,0,0,1.0,,52820e80e
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,b65fd06e2
medium,1,0,0,0,1.0,Pet profile does not mention behavior or health status related to energy level.,c0b5e6036
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,300c91d3a
high,1,1,1,0,1.0,,b94b99757
high,0,0,1,1,0.0,No specific inconsistencies found.,c67aca639
medium,1,0,0,0,1.0,Pet data does not mention behavior or health status.,71ec53012
high,1,1,1,0,1.0,,9d71eb546
high,1,1,1,0,1.0,,3f169c299
high,1,0,1,0,1.0,No inconsistencies found.,a3853c992
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,3cb155233
high,1,0,0,0,1.0,,e47aeed72
high,1,0,0,0,1.0,,36e1415c8
high,1,0,0,0,1.0,,02401db5e
medium,1,1,1,1,0.0,Vaccination and deworming status unclear,dfe361097
high,1,0,0,0,1.0,,d31e4c6c8
high,1,0,0,1,0.0,,f4ab04385
medium,1,0,1,0,1.0,Age mismatch,3f3962d65
high,1,0,0,0,1.0,No inconsistencies found.,4747bead4
medium,1,1,1,0,1.0,Color and breed information missing in structured data,4cc49be2a
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,91736f444
medium,1,0,0,0,1.0,Color and breed inconsistency,104d9b198
high,1,1,1,0,1.0,None,64ea72fca
medium,1,0,0,0,1.0,Only one female puppy mentioned in description,029641a1a
high,1,0,0,1,1.0,No inconsistencies found.,ee24b09bb
high,1,1,1,0,1.0,,fd7f76b49
high,1,1,1,0,1.0,,ba6fee44e
medium,0,0,0,0,1.0,Pet' s behavior description does not match structured data.,58a79a8a1
high,1,1,1,0,1.0,No inconsistencies found.,453750088
high,1,0,0,1,1.0,No inconsistencies found.,6d1c4a5d5
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,3913a43f9
medium,1,0,1,0,1.0,Health status not mentioned in tabular data.,38abad64b
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b3fa60bc7
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,6c04edd3c
medium,1,1,0,0,1.0,Jessica' s shyness not mentioned in structured data,aa32ec730
high,1,1,1,0,1.0,No inconsistencies found.,75fa09239
medium,1,0,0,0,1.0,Pet not sterilized as per description,cecb3b8ef
high,1,1,1,0,1.0,No inconsistencies found.,4bdbeb107
medium,1,1,1,0,1.0,Sterilization status not mentioned in description,9141b7803
high,1,1,1,0,1.0,No inconsistencies found.,7f33563b9
high,1,0,0,0,1.0,Sterilization status unclear,04260adf8
medium,1,0,0,0,1.0,Age and photo amount inconsistency,470e49e41
medium,1,0,0,0,1.0,"Description mentions multiple kittens, not reflected in structured data.",1894ab073
high,1,1,1,0,1.0,,61da44459
medium,1,1,1,0,1.0,Pet is not sterilized as per tabular data,c787ee619
low,1,1,1,0,1.0,Description mentions neutered kittens but structured data shows no sterilization.,68f6eb073
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,ee4cb45ea
high,0,0,1,0,1.0,,1084ba1bd
medium,1,1,1,0,1.0,Vaccination status inconsistent with structured data,35dcf4794
high,1,0,1,0,1.0,No inconsistencies found.,ea9ad03dc
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,cc081896e
high,1,1,1,0,1.0,,346c5abcd
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,9a1be07d5
high,1,1,1,0,1.0,No inconsistencies found.,2ccf25b91
high,1,1,1,0,1.0,,8648922dd
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,7dc33902f
medium,1,0,0,1,1.0,Adoption fee not specified in data,1c16e813b
high,1,0,1,0,1.0,No inconsistencies found.,c60193e34
medium,1,0,0,0,1.0,Secondary breed not mentioned in tabular data,efe27171b
high,1,1,1,0,1.0,,c4d225c88
medium,1,0,0,0,1.0,Pet is described as underweight and alone; vaccination status not mentioned in structured data.,423c5b45f
high,1,0,0,0,1.0,,f42161740
medium,1,0,0,0,1.0,Pet is not sterilized and requires a forever home.,40f17b3a1
high,1,1,1,0,1.0,,d3dd7e6a7
medium,1,0,0,0,1.0,Pet is vaccinated and sterilized in profile but not in tabular data,081c0a12d
high,0,0,0,1,1.0,,369da3ef0
medium,1,0,0,0,1.0,Febu not sterilized as per terms and conditions,eb30d51aa
medium,1,0,0,0,1.0,Health status not clear from description,f31cebfd0
medium,1,0,0,0,1.0,"Dog used to stay in cage, excessive barking",a5767a3da
medium,1,0,0,0,1.0,No vaccination or deworming records,3aa13a0b0
medium,1,0,0,0,1.0,"Age discrepancy: description says 7 weeks, data shows 1 month.",ed390241b
high,0,1,1,0,1.0,,6094997dd
medium,1,0,0,0,1.0,Age mismatch,40d7cb083
high,1,0,0,0,1.0,No inconsistencies found.,4a762f7ab
medium,1,0,0,0,1.0,Pet is not sterilized,ff9ce365b
high,1,0,0,0,1.0,,f000f169a
high,1,1,1,0,1.0,No inconsistencies found.,1ba29c00b
medium,1,0,0,0,1.0,Vaccination status unclear,67578d32f
high,1,0,0,0,1.0,No inconsistencies found.,05d10428c
medium,1,0,0,0,1.0,"Color mismatch: description says gold brown, data shows yellow",86c131c22
high,0,0,1,0,1.0,No inconsistencies found.,211b0aa56
high,1,1,1,0,1.0,No inconsistencies found.,a118d66aa
medium,1,0,1,0,1.0,Foster mummy' s promise of adoption not mentioned in tabular data,0a7798d2b
medium,1,1,1,0,1.0,Description mentions dog but tabular data shows it' s a female bunny.,997653f86
high,1,0,0,0,1.0,No inconsistencies found.,d59322d58
high,1,1,1,0,1.0,None found,8a90cfe39
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,ac31057e6
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,baf543aa6
high,1,0,1,0,1.0,No inconsistencies found.,a25a5ad9e
medium,1,0,0,0,1.0,Age and fur color do not match,aaeb4781c
high,1,1,1,0,1.0,,14084c784
high,1,0,1,0,1.0,No inconsistencies found.,3fcf1b40a
high,1,1,1,0,1.0,,4eb30abb2
medium,1,0,0,0,1.0,October' s behavior and aggression towards other cats not mentioned in tabular data,e18cc7a60
medium,1,0,0,0,1.0,Pet is not sterilized as per description,6806f15f3
high,1,1,1,0,1.0,,7aa58b134
high,1,1,1,0,1.0,No inconsistencies found.,c15d26817
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a1ba2f016
high,1,0,0,0,1.0,,ba580074c
medium,1,0,1,0,1.0,Size described as 'runt' but structured data shows medium maturity size.,6da1ee245
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,4931c712b
high,1,1,1,0,1.0,No inconsistencies found.,3fa277b19
low,1,0,0,0,1.0,Gender mismatch in description and data,ed5d95d72
medium,1,1,1,0,1.0,Age not mentioned in structured data,6c71db5b5
high,1,1,1,0,1.0,None,a8057f0a8
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,95e92b082
medium,1,0,0,0,1.0,Pet data does not mention running space or energy level.,f3c8fda0f
medium,1,0,0,0,1.0,House condition and termite attack not mentioned in structured data.,dd4b67059
medium,1,0,0,0,1.0,Ash is described as free to roam but must not be caged or allowed to roam freely.,93329ec1a
high,1,0,0,0,1.0,,a7b53e5ca
high,1,0,0,0,1.0,,8bf918bff
high,1,1,1,0,1.0,,55cdf4eda
medium,1,0,0,1,1.0,Color and breed not mentioned in structured data,2def67952
high,1,0,0,0,1.0,,25f055b91
medium,1,0,0,0,1.0,Vaccination status not provided in structured data,5c1f1a317
high,1,1,1,0,1.0,,42bec87cd
medium,0,0,0,1,0.0,Vaccination and deworming status unclear,6e441b406
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,0fe9d0022
high,1,1,1,0,1.0,,5d7c27d43
high,1,1,1,0,1.0,,19af88854
high,1,0,1,0,1.0,Vaccination status not mentioned in description.,e994888f3
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,3fd5af157
medium,1,0,0,0,1.0,Age and vaccination status inconsistency,0f6488260
high,1,0,0,0,1.0,,52a23ae9d
medium,0,0,0,1,1.0,Color and breed do not match.,706d1c836
high,1,1,1,0,1.0,Color mismatch (yellow vs white/orange coat),c4e1afd9e
high,1,1,1,0,1.0,,b623d9449
low,1,0,0,0,1.0,"Description is for a dog, but tabular data shows cat",d99ea593a
high,1,1,1,0,1.0,,4db543276
